FLNRORD Forest Analysis and Inventory Branch TIPSY Version 4.4
PROJECT : Donna_Creek                        SINDEX Version 1.52

STAND
  GEOGRAPHY: Northern Interior/Mackenzie/SBS/16% Slope
  ESTABLISHMENT: Regen delay = 0; Target Density = 780 trees/ha (Natural)
  OPERATIONAL YIELD ADJUSTMENTS:
    OAF 1                     Age:       0.0   100.0 300.0
                              Factor:    0.85  0.85  0.85 
    OAF 2                     Age:       0.0   100.0 300.0
                              Factor:    1.00  0.95  0.85 
    Combined Operational Yield Adjustment @ 100 years: 0.81

SPECIES
 79% LODGEPOLE PINE; Site Index = 15.26
  Site curve: *Nigh (2017)
  Top Ht @ bh age 50 (m) = 15.31 (base)

 21% WHITE SPRUCE; Site Index = 10.74
  Site curve: *Goudie (1984ac) (natural)
  Top Ht @ bh age 50 (m) = 10.74 (base)



 Multiple Species option aggregates pure stands for forest-level planning.
 It is NOT VALID for mixed-species SILVICULTURAL applications.
----------------------------------------------------------------------------------------------
                                  MANAGED STAND YIELD TABLE

             |   Volume  |    MAI   |   BA  | DBHg| Trees|  CC |  Volume  |   DBHg   |   LC   
             |  (m3/ha)  |(m3/ha/yr)|(m2/ha)| (cm)|(#/ha)| (%) |  (m3/ha) |   (cm)   |   (%)  
             |-----------|----------|-------|-----|------|-----|----------|----------|--------
 TIPSY   Site|           |          |       |     |      |     |   Crop   |   Crop   | Prime  
  Age      Ht|Gross Merch| Merch    |       |     |      | All |Max 250/ha|Max 250/ha|  250   
  (yr)    (m)| 0.0+ 12.5+| 12.5+    | 0.0+  | 0.0+|  0.0+|Trees|   12.5+  |   12.5+  |trees/ha
----------------------------------------------------------------------------------------------
  51.0 ,  12.5 ,   36 ,   18 ,  0.35 ,        7 ,   12.1 ,   582 ,   37 ,      18   ,    15.8   ,    67   ,
  52.0 ,  12.7 ,   38 ,   20 ,  0.39 ,        7 ,   12.4 ,   581 ,   38 ,      20   ,    16.0   ,    69   ,
  53.0 ,  13.0 ,   41 ,   23 ,  0.43 ,        7 ,   12.7 ,   581 ,   38 ,      21   ,    16.3   ,    71   ,
  54.0 ,  13.2 ,   43 ,   25 ,  0.46 ,        8 ,   13.0 ,   580 ,   39 ,      22   ,    16.5   ,    73   ,
  55.0 ,  13.4 ,   45 ,   27 ,  0.49 ,        8 ,   13.2 ,   579 ,   40 ,      24   ,    16.8   ,    75   ,
  56.0 ,  13.6 ,   48 ,   29 ,  0.53 ,        8 ,   13.5 ,   578 ,   41 ,      25   ,    17.0   ,    76   ,
  57.0 ,  13.8 ,   50 ,   32 ,  0.56 ,        9 ,   13.8 ,   578 ,   42 ,      26   ,    17.3   ,    77   ,
  58.0 ,  14.0 ,   53 ,   34 ,  0.59 ,        9 ,   14.1 ,   577 ,   42 ,      28   ,    17.5   ,    77   ,
  59.0 ,  14.2 ,   55 ,   36 ,  0.62 ,        9 ,   14.3 ,   576 ,   43 ,      29   ,    17.7   ,    78   ,
  60.0 ,  14.4 ,   58 ,   39 ,  0.64 ,       10 ,   14.6 ,   575 ,   44 ,      30   ,    18.0   ,    78   ,
  61.0 ,  14.6 ,   60 ,   41 ,  0.67 ,       10 ,   14.9 ,   575 ,   44 ,      31   ,    18.3   ,    78   ,
